AddSubtract,Epsilon 0.1,,AddSubtractSafe,Epsilon 0.1,,ArcLength,Epsilon 0.1,,DivideByTwo,Epsilon 0.1,,Exp,Epsilon 0.1,,Quadratic,Epsilon 0.1,,QuadraticSafe,Epsilon 0.1,,SampleEvens,Epsilon 0.1
Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average
5.01E-06,,,0,,,4.09E-07,,,0.003396578,,,2.19E-06,,,7.77E-06,,,6.15E-13,,,8.15E-06,
5.01E-06,,,0,,,4.35E-07,,,0.003358874,,,2.83E-06,,,7.77E-06,,,6.12E-13,,,8.29E-06,
4.77E-06,,,0,,,4.43E-07,,,0.003294844,,,2.24E-06,,,7.77E-06,,,6.13E-13,,,8.35E-06,
5.01E-06,,,0,,,4.24E-07,,,0.003335053,,,2.25E-06,,,7.77E-06,,,6.09E-13,,,8.36E-06,
5.36E-06,,,0,,,4.30E-07,,,0.003410709,,,2.11E-06,,,7.77E-06,,,6.12E-13,,,8.33E-06,
4.41E-06,,,0,,,4.02E-07,,,0.003353877,,,2.36E-06,,,7.77E-06,,,6.19E-13,,,8.21E-06,
5.13E-06,,,0,,,4.35E-07,,,0.003279394,,,2.18E-06,,,7.78E-06,,,6.13E-13,,,7.85E-06,
5.01E-06,,,0,,,4.33E-07,,,0.003406895,,,2.27E-06,,,7.78E-06,,,6.11E-13,,,8.48E-06,
5.13E-06,,,0,,,4.27E-07,,,0.003387094,,,2.12E-06,,,7.78E-06,,,6.04E-13,,,8.24E-06,
5.01E-06,,,0,,,4.34E-07,,,0.003385185,,,2.28E-06,,,7.77E-06,,,6.22E-13,,,8.59E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003300454,,,2.60E-06,,,7.77E-06,,,6.16E-13,,,8.21E-06,
4.77E-06,,,0,,,4.21E-07,,,0.00338261,,,2.18E-06,,,7.77E-06,,,6.09E-13,,,8.26E-06,
5.13E-06,,,0,,,3.91E-07,,,0.003261198,,,2.18E-06,,,7.78E-06,,,6.10E-13,,,7.89E-06,
4.77E-06,,,0,,,4.16E-07,,,0.003232997,,,1.76E-06,,,7.77E-06,,,6.13E-13,,,8.46E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003367966,,,1.97E-06,,,7.77E-06,,,6.32E-13,,,8.38E-06,
4.77E-06,,,0,,,4.32E-07,,,0.003384462,,,2.24E-06,,,7.77E-06,,,6.19E-13,,,8.36E-06,
4.77E-06,,,0,,,4.35E-07,,,0.003391314,,,2.10E-06,,,7.77E-06,,,6.20E-13,,,8.37E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003327845,,,2.20E-06,,,7.77E-06,,,6.11E-13,,,7.87E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003377758,,,2.00E-06,,,7.78E-06,,,6.13E-13,,,8.26E-06,
4.77E-06,,,0,,,4.27E-07,,,0.003371418,,,2.20E-06,,,7.77E-06,,,6.19E-13,,,8.23E-06,
4.77E-06,,,0,,,4.28E-07,,,0.003326808,,,1.98E-06,,,7.77E-06,,,6.14E-13,,,8.67E-06,
4.77E-06,,,0,,,4.27E-07,,,0.00330504,,,2.78E-06,,,7.77E-06,,,6.15E-13,,,8.04E-06,
4.77E-06,,,0,,,4.28E-07,,,0.003290671,,,2.16E-06,,,7.77E-06,,,6.20E-13,,,8.68E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003308159,,,2.03E-06,,,7.77E-06,,,6.06E-13,,,8.61E-06,
4.41E-06,,,0,,,4.08E-07,,,0.003169506,,,2.27E-06,,,7.77E-06,,,6.25E-13,,,7.68E-06,
5.13E-06,,,0,,,4.21E-07,,,0.003305786,,,2.18E-06,,,7.77E-06,,,6.21E-13,,,8.22E-06,
5.01E-06,,,0,,,4.21E-07,,,0.003392842,,,2.47E-06,,,7.78E-06,,,6.10E-13,,,7.95E-06,
5.01E-06,,,0,,,4.41E-07,,,0.003363817,,,2.15E-06,,,7.78E-06,,,6.11E-13,,,7.68E-06,
4.41E-06,,,0,,,4.47E-07,,,0.003255675,,,2.27E-06,,,7.77E-06,,,6.21E-13,,,8.15E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003411594,,,2.17E-06,,,7.77E-06,,,6.06E-13,,,8.66E-06,
4.41E-06,,,0,,,4.27E-07,,,0.003356058,,,2.39E-06,,,7.78E-06,,,6.11E-13,,,8.43E-06,
4.77E-06,,,0,,,4.10E-07,,,0.003300615,,,2.21E-06,,,7.77E-06,,,6.20E-13,,,8.02E-06,
4.77E-06,,,0,,,3.98E-07,,,0.003373037,,,1.95E-06,,,7.77E-06,,,6.17E-13,,,8.32E-06,
4.77E-06,,,0,,,4.09E-07,,,0.003308774,,,2.34E-06,,,7.77E-06,,,6.12E-13,,,8.37E-06,
4.77E-06,,,0,,,4.09E-07,,,0.003320209,,,2.18E-06,,,7.77E-06,,,6.17E-13,,,8.38E-06,
4.77E-06,,,0,,,4.32E-07,,,0.003345799,,,2.24E-06,,,7.77E-06,,,6.12E-13,,,8.46E-06,
4.77E-06,,,0,,,4.22E-07,,,0.003430361,,,2.12E-06,,,7.77E-06,,,6.08E-13,,,8.46E-06,
4.77E-06,,,0,,,4.07E-07,,,0.003392382,,,2.17E-06,,,7.77E-06,,,6.11E-13,,,8.32E-06,
5.01E-06,,,0,,,4.35E-07,,,0.003316585,,,2.36E-06,,,7.77E-06,,,6.19E-13,,,8.47E-06,
4.77E-06,,,0,,,4.51E-07,,,0.003305736,,,2.54E-06,,,7.77E-06,,,6.14E-13,,,7.98E-06,
4.77E-06,,,0,,,4.27E-07,,,0.003405677,,,2.01E-06,,,7.77E-06,,,6.12E-13,,,8.33E-06,
4.77E-06,,,0,,,4.46E-07,,,0.003376259,,,2.48E-06,,,7.77E-06,,,6.07E-13,,,8.78E-06,
4.77E-06,,,0,,,4.46E-07,,,0.0033222,,,2.20E-06,,,7.77E-06,,,6.21E-13,,,7.97E-06,
5.01E-06,,,0,,,4.03E-07,,,0.003383228,,,2.01E-06,,,7.77E-06,,,6.14E-13,,,8.77E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003344198,,,2.21E-06,,,7.77E-06,,,6.19E-13,,,8.05E-06,
5.01E-06,,,0,,,4.46E-07,,,0.003305402,,,2.92E-06,,,7.77E-06,,,6.00E-13,,,8.77E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003253058,,,2.16E-06,,,7.77E-06,,,6.17E-13,,,8.35E-06,
4.77E-06,,,0,,,4.30E-07,,,0.003304312,,,2.28E-06,,,7.78E-06,,,6.08E-13,,,8.20E-06,
5.13E-06,,,0,,,4.27E-07,,,0.003357664,,,2.58E-06,,,7.77E-06,,,6.12E-13,,,7.88E-06,
4.77E-06,,,0,,,4.49E-07,,,0.003346449,,,2.46E-06,,,7.77E-06,,,6.17E-13,,,8.02E-06,
4.77E-06,,,0,,,4.06E-07,,,0.003326545,,,2.19E-06,,,7.77E-06,,,6.14E-13,,,8.37E-06,
4.77E-06,,,0,,,4.37E-07,,,0.003257563,,,2.22E-06,,,7.77E-06,,,6.12E-13,,,8.12E-06,
5.13E-06,,,0,,,4.39E-07,,,0.003354749,,,2.49E-06,,,7.77E-06,,,6.20E-13,,,8.23E-06,
5.13E-06,,,0,,,4.09E-07,,,0.003328957,,,2.32E-06,,,7.77E-06,,,6.10E-13,,,8.26E-06,
4.41E-06,,,0,,,4.04E-07,,,0.003369779,,,2.12E-06,,,7.77E-06,,,6.12E-13,,,8.30E-06,
4.77E-06,,,0,,,4.10E-07,,,0.003282999,,,2.04E-06,,,7.77E-06,,,6.08E-13,,,7.92E-06,
4.77E-06,,,0,,,4.30E-07,,,0.003394511,,,2.12E-06,,,7.77E-06,,,6.17E-13,,,8.52E-06,
5.01E-06,,,0,,,4.24E-07,,,0.003394968,,,1.99E-06,,,7.77E-06,,,6.24E-13,,,8.26E-06,
4.77E-06,,,0,,,4.09E-07,,,0.003404082,,,2.37E-06,,,7.77E-06,,,6.13E-13,,,8.19E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003415311,,,2.47E-06,,,7.77E-06,,,6.11E-13,,,8.53E-06,
4.77E-06,,,0,,,4.33E-07,,,0.003376461,,,2.52E-06,,,7.77E-06,,,6.13E-13,,,8.41E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003341425,,,1.87E-06,,,7.77E-06,,,6.14E-13,,,8.51E-06,
4.77E-06,,,0,,,4.09E-07,,,0.003329127,,,2.29E-06,,,7.77E-06,,,6.24E-13,,,8.60E-06,
4.77E-06,,,0,,,4.27E-07,,,0.003315664,,,2.14E-06,,,7.77E-06,,,6.06E-13,,,8.17E-06,
5.13E-06,,,0,,,4.02E-07,,,0.003297743,,,2.19E-06,,,7.77E-06,,,6.13E-13,,,8.69E-06,
4.77E-06,,,0,,,4.30E-07,,,0.003375824,,,2.16E-06,,,7.77E-06,,,6.07E-13,,,8.08E-06,
5.01E-06,,,0,,,4.28E-07,,,0.003328935,,,2.20E-06,,,7.77E-06,,,6.12E-13,,,8.25E-06,
5.01E-06,,,0,,,4.41E-07,,,0.003371945,,,2.37E-06,,,7.77E-06,,,6.16E-13,,,8.25E-06,
4.77E-06,,,0,,,4.60E-07,,,0.003384513,,,2.33E-06,,,7.77E-06,,,6.15E-13,,,8.61E-06,
4.41E-06,,,0,,,4.13E-07,,,0.003319984,,,2.30E-06,,,7.77E-06,,,6.20E-13,,,8.31E-06,
4.77E-06,,,0,,,4.42E-07,,,0.003381618,,,1.93E-06,,,7.77E-06,,,6.16E-13,,,8.31E-06,
4.77E-06,,,0,,,4.12E-07,,,0.00341394,,,2.12E-06,,,7.77E-06,,,6.13E-13,,,8.07E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003252102,,,2.02E-06,,,7.77E-06,,,6.19E-13,,,8.06E-06,
4.77E-06,,,0,,,4.20E-07,,,0.00331,,,2.31E-06,,,7.77E-06,,,6.04E-13,,,8.66E-06,
4.77E-06,,,0,,,4.28E-07,,,0.003311507,,,2.00E-06,,,7.77E-06,,,6.15E-13,,,8.34E-06,
4.77E-06,,,0,,,4.07E-07,,,0.003302613,,,2.54E-06,,,7.77E-06,,,6.18E-13,,,7.72E-06,
4.77E-06,,,0,,,4.09E-07,,,0.003348107,,,2.00E-06,,,7.77E-06,,,6.11E-13,,,8.10E-06,
4.77E-06,,,0,,,4.34E-07,,,0.003448509,,,2.16E-06,,,7.77E-06,,,6.06E-13,,,8.34E-06,
5.13E-06,,,0,,,4.30E-07,,,0.003363055,,,2.00E-06,,,7.78E-06,,,6.24E-13,,,8.66E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003357998,,,2.07E-06,,,7.77E-06,,,6.08E-13,,,8.65E-06,
5.13E-06,,,0,,,4.13E-07,,,0.003329651,,,2.27E-06,,,7.77E-06,,,6.14E-13,,,8.31E-06,
5.01E-06,,,0,,,4.27E-07,,,0.003318993,,,1.92E-06,,,7.77E-06,,,6.17E-13,,,7.92E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003330379,,,2.28E-06,,,7.77E-06,,,6.11E-13,,,8.16E-06,
4.77E-06,,,0,,,4.13E-07,,,0.00336302,,,2.17E-06,,,7.77E-06,,,6.16E-13,,,8.15E-06,
4.77E-06,,,0,,,4.20E-07,,,0.003451458,,,2.14E-06,,,7.77E-06,,,6.07E-13,,,8.35E-06,
4.77E-06,,,0,,,4.03E-07,,,0.003311794,,,2.44E-06,,,7.78E-06,,,6.16E-13,,,8.35E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003358246,,,2.27E-06,,,7.77E-06,,,6.09E-13,,,8.14E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003239395,,,1.89E-06,,,7.77E-06,,,6.16E-13,,,8.12E-06,
4.77E-06,,,0,,,4.05E-07,,,0.003340164,,,2.25E-06,,,7.77E-06,,,6.11E-13,,,8.20E-06,
5.01E-06,,,0,,,4.04E-07,,,0.003308541,,,1.89E-06,,,7.77E-06,,,6.20E-13,,,8.44E-06,
4.77E-06,,,0,,,4.20E-07,,,0.003377051,,,2.38E-06,,,7.77E-06,,,6.17E-13,,,8.18E-06,
4.77E-06,,,0,,,4.12E-07,,,0.003405954,,,2.32E-06,,,7.77E-06,,,6.08E-13,,,8.53E-06,
5.01E-06,,,0,,,4.53E-07,,,0.003347985,,,1.97E-06,,,7.77E-06,,,6.12E-13,,,8.09E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003391671,,,2.06E-06,,,7.77E-06,,,6.12E-13,,,8.27E-06,
5.01E-06,,,0,,,4.24E-07,,,0.003314155,,,1.93E-06,,,7.77E-06,,,6.11E-13,,,8.29E-06,
5.01E-06,,,0,,,4.53E-07,,,0.003279843,,,2.25E-06,,,7.77E-06,,,6.10E-13,,,8.47E-06,
4.77E-06,,,0,,,4.17E-07,,,0.00329986,,,1.94E-06,,,7.77E-06,,,6.14E-13,,,8.23E-06,
4.77E-06,,,0,,,4.16E-07,,,0.003371832,,,2.18E-06,,,7.78E-06,,,6.08E-13,,,8.45E-06,
5.13E-06,,,0,,,4.45E-07,,,0.003327669,,,2.02E-06,,,7.77E-06,,,6.08E-13,,,8.36E-06,
5.13E-06,,,0,,,4.21E-07,,,0.003330075,,,1.97E-06,,,7.77E-06,,,6.06E-13,,,8.44E-06,
4.77E-06,,,0,,,4.12E-07,,,0.00338601,,,2.05E-06,,,7.77E-06,,,6.11E-13,,,8.58E-06,
5.13E-06,,,0,,,4.19E-07,,,0.003352717,,,2.15E-06,,,7.77E-06,,,6.11E-13,,,8.54E-06,
5.13E-06,,,0,,,4.25E-07,,,0.003378224,,,2.34E-06,,,7.78E-06,,,6.14E-13,,,8.33E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003280639,,,2.48E-06,,,7.77E-06,,,6.11E-13,,,8.60E-06,
5.01E-06,,,0,,,4.37E-07,,,0.003308309,,,2.28E-06,,,7.77E-06,,,6.19E-13,,,8.46E-06,
4.77E-06,,,0,,,4.34E-07,,,0.003367606,,,2.15E-06,,,7.77E-06,,,6.18E-13,,,8.00E-06,
4.41E-06,,,0,,,4.21E-07,,,0.003334215,,,1.87E-06,,,7.77E-06,,,6.21E-13,,,8.24E-06,
4.77E-06,,,0,,,4.28E-07,,,0.003320968,,,2.15E-06,,,7.77E-06,,,6.18E-13,,,8.39E-06,
4.77E-06,,,0,,,4.26E-07,,,0.00330307,,,2.00E-06,,,7.78E-06,,,6.08E-13,,,8.62E-06,
4.77E-06,,,0,,,4.05E-07,,,0.003320216,,,1.97E-06,,,7.77E-06,,,6.08E-13,,,8.13E-06,
4.77E-06,,,0,,,4.42E-07,,,0.003367128,,,2.84E-06,,,7.77E-06,,,6.24E-13,,,8.34E-06,
4.77E-06,,,0,,,4.14E-07,,,0.00328843,,,2.00E-06,,,7.77E-06,,,6.16E-13,,,8.35E-06,
5.13E-06,,,0,,,4.30E-07,,,0.003362502,,,2.07E-06,,,7.77E-06,,,6.12E-13,,,8.29E-06,
4.77E-06,,,0,,,4.22E-07,,,0.003351456,,,2.30E-06,,,7.77E-06,,,6.09E-13,,,8.17E-06,
4.77E-06,,,0,,,4.37E-07,,,0.00337128,,,2.31E-06,,,7.78E-06,,,6.05E-13,,,8.59E-06,
4.77E-06,,,0,,,4.10E-07,,,0.003347745,,,2.29E-06,,,7.77E-06,,,6.10E-13,,,8.82E-06,
4.77E-06,,,0,,,4.01E-07,,,0.003321066,,,2.31E-06,,,7.77E-06,,,6.06E-13,,,8.03E-06,
4.77E-06,,,0,,,4.29E-07,,,0.00326579,,,2.21E-06,,,7.77E-06,,,6.11E-13,,,7.83E-06,
4.41E-06,,,0,,,4.14E-07,,,0.003409387,,,2.09E-06,,,7.77E-06,,,6.24E-13,,,8.53E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003438669,,,2.28E-06,,,7.77E-06,,,6.03E-13,,,8.00E-06,
5.01E-06,,,0,,,4.34E-07,,,0.003376056,,,2.22E-06,,,7.77E-06,,,6.17E-13,,,7.80E-06,
5.01E-06,,,0,,,4.18E-07,,,0.003236759,,,2.62E-06,,,7.77E-06,,,6.11E-13,,,8.67E-06,
4.77E-06,,,0,,,4.12E-07,,,0.003298709,,,2.16E-06,,,7.77E-06,,,6.19E-13,,,7.55E-06,
4.77E-06,,,0,,,4.09E-07,,,0.003367904,,,2.01E-06,,,7.78E-06,,,6.03E-13,,,8.21E-06,
5.01E-06,,,0,,,4.16E-07,,,0.003268536,,,2.37E-06,,,7.77E-06,,,6.14E-13,,,8.01E-06,
4.41E-06,,,0,,,4.09E-07,,,0.003320798,,,1.97E-06,,,7.77E-06,,,6.17E-13,,,8.43E-06,
4.77E-06,,,0,,,4.30E-07,,,0.003242884,,,1.95E-06,,,7.78E-06,,,6.09E-13,,,8.07E-06,
5.13E-06,,,0,,,3.98E-07,,,0.003374919,,,2.50E-06,,,7.77E-06,,,6.10E-13,,,9.02E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003359804,,,2.13E-06,,,7.77E-06,,,6.19E-13,,,8.26E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003419981,,,2.04E-06,,,7.77E-06,,,6.04E-13,,,8.04E-06,
5.01E-06,,,0,,,4.17E-07,,,0.003289195,,,2.37E-06,,,7.77E-06,,,6.04E-13,,,8.54E-06,
4.29E-06,,,0,,,4.16E-07,,,0.003376695,,,2.59E-06,,,7.77E-06,,,6.14E-13,,,8.61E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003233692,,,2.31E-06,,,7.77E-06,,,6.13E-13,,,8.67E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003351717,,,2.31E-06,,,7.77E-06,,,6.05E-13,,,7.80E-06,
4.77E-06,,,0,,,4.03E-07,,,0.003358446,,,2.11E-06,,,7.77E-06,,,6.18E-13,,,8.25E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003324478,,,1.91E-06,,,7.77E-06,,,6.18E-13,,,8.29E-06,
5.01E-06,,,0,,,4.34E-07,,,0.003339227,,,2.33E-06,,,7.77E-06,,,6.07E-13,,,8.26E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003358988,,,2.31E-06,,,7.77E-06,,,6.09E-13,,,8.05E-06,
4.41E-06,,,0,,,4.22E-07,,,0.00338466,,,2.25E-06,,,7.77E-06,,,6.12E-13,,,8.32E-06,
4.77E-06,,,0,,,4.09E-07,,,0.003276839,,,2.51E-06,,,7.77E-06,,,6.14E-13,,,8.48E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003290863,,,2.60E-06,,,7.77E-06,,,6.13E-13,,,8.43E-06,
5.01E-06,,,0,,,4.06E-07,,,0.003360898,,,1.94E-06,,,7.77E-06,,,6.05E-13,,,8.11E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003333505,,,2.00E-06,,,7.77E-06,,,6.14E-13,,,8.48E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003293507,,,2.35E-06,,,7.77E-06,,,6.19E-13,,,8.38E-06,
5.13E-06,,,0,,,4.07E-07,,,0.003402808,,,2.39E-06,,,7.77E-06,,,6.14E-13,,,8.12E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003337985,,,2.49E-06,,,7.78E-06,,,6.19E-13,,,8.32E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003347755,,,2.80E-06,,,7.77E-06,,,6.10E-13,,,8.04E-06,
5.13E-06,,,0,,,4.17E-07,,,0.00327137,,,2.36E-06,,,7.77E-06,,,6.20E-13,,,9.15E-06,
5.13E-06,,,0,,,4.30E-07,,,0.003320577,,,2.02E-06,,,7.77E-06,,,6.20E-13,,,8.34E-06,
5.01E-06,,,0,,,4.00E-07,,,0.003375467,,,2.03E-06,,,7.78E-06,,,6.27E-13,,,8.22E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003359589,,,2.01E-06,,,7.77E-06,,,6.11E-13,,,7.98E-06,
4.77E-06,,,0,,,4.09E-07,,,0.003275346,,,2.18E-06,,,7.77E-06,,,6.15E-13,,,8.34E-06,
4.77E-06,,,0,,,4.36E-07,,,0.003457901,,,2.27E-06,,,7.77E-06,,,6.07E-13,,,8.55E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003394896,,,1.84E-06,,,7.77E-06,,,6.12E-13,,,8.55E-06,
5.13E-06,,,0,,,4.20E-07,,,0.003317154,,,2.39E-06,,,7.78E-06,,,6.07E-13,,,8.58E-06,
5.36E-06,,,0,,,4.11E-07,,,0.003378042,,,2.25E-06,,,7.77E-06,,,6.08E-13,,,7.73E-06,
5.36E-06,,,0,,,4.07E-07,,,0.003341422,,,2.49E-06,,,7.77E-06,,,6.05E-13,,,8.63E-06,
5.36E-06,,,0,,,4.21E-07,,,0.003326886,,,2.66E-06,,,7.77E-06,,,6.26E-13,,,8.25E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003410925,,,2.07E-06,,,7.77E-06,,,6.15E-13,,,7.85E-06,
5.01E-06,,,0,,,4.41E-07,,,0.00338915,,,2.16E-06,,,7.77E-06,,,6.13E-13,,,8.11E-06,
4.77E-06,,,0,,,4.01E-07,,,0.003391176,,,2.28E-06,,,7.78E-06,,,6.05E-13,,,8.09E-06,
4.77E-06,,,0,,,4.41E-07,,,0.003291587,,,1.98E-06,,,7.77E-06,,,6.11E-13,,,8.28E-06,
5.13E-06,,,0,,,4.47E-07,,,0.003308145,,,2.62E-06,,,7.77E-06,,,6.23E-13,,,8.17E-06,
5.01E-06,,,0,,,4.21E-07,,,0.003369136,,,2.19E-06,,,7.77E-06,,,6.19E-13,,,8.57E-06,
4.77E-06,,,0,,,4.32E-07,,,0.00323532,,,2.30E-06,,,7.77E-06,,,6.10E-13,,,7.97E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003358913,,,2.11E-06,,,7.77E-06,,,6.10E-13,,,8.24E-06,
5.01E-06,,,0,,,4.31E-07,,,0.003330022,,,2.36E-06,,,7.78E-06,,,6.13E-13,,,7.84E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003384003,,,2.50E-06,,,7.77E-06,,,6.08E-13,,,8.35E-06,
5.13E-06,,,0,,,4.16E-07,,,0.003444691,,,1.84E-06,,,7.78E-06,,,6.13E-13,,,8.16E-06,
4.41E-06,,,0,,,4.08E-07,,,0.003330881,,,2.62E-06,,,7.77E-06,,,6.18E-13,,,8.17E-06,
5.13E-06,,,0,,,4.27E-07,,,0.003366525,,,2.13E-06,,,7.77E-06,,,6.10E-13,,,8.25E-06,
4.41E-06,,,0,,,4.25E-07,,,0.003368377,,,1.85E-06,,,7.77E-06,,,6.20E-13,,,8.34E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003304689,,,2.04E-06,,,7.77E-06,,,6.29E-13,,,8.22E-06,
4.41E-06,,,0,,,4.11E-07,,,0.003346742,,,2.31E-06,,,7.78E-06,,,6.11E-13,,,8.40E-06,
4.77E-06,,,0,,,4.10E-07,,,0.003336906,,,2.23E-06,,,7.77E-06,,,6.08E-13,,,8.44E-06,
5.13E-06,,,0,,,4.44E-07,,,0.003325412,,,2.20E-06,,,7.77E-06,,,6.12E-13,,,8.32E-06,
5.13E-06,,,0,,,4.08E-07,,,0.003438957,,,2.36E-06,,,7.77E-06,,,6.07E-13,,,8.50E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003285555,,,2.60E-06,,,7.77E-06,,,6.16E-13,,,8.23E-06,
5.13E-06,,,0,,,4.47E-07,,,0.003332573,,,2.41E-06,,,7.77E-06,,,6.08E-13,,,8.65E-06,
4.77E-06,,,0,,,4.12E-07,,,0.003270843,,,2.07E-06,,,7.78E-06,,,6.19E-13,,,8.30E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003385979,,,2.00E-06,,,7.77E-06,,,6.22E-13,,,8.51E-06,
Epsilon 0.05,,,Epsilon 0.05,,,Epsilon 0.05,,,Epsilon 0.05,,,Epsilon 0.05,,,Epsilon 0.05,,,Epsilon 0.05,,,Epsilon 0.05,
5.36E-06,,,0,,,4.60E-07,,,0.003410399,,,2.44E-06,,,7.77E-06,,,6.12E-13,,,8.11E-06,
4.41E-06,,,0,,,4.17E-07,,,0.003440073,,,1.94E-06,,,7.77E-06,,,6.06E-13,,,7.91E-06,
5.36E-06,,,0,,,4.01E-07,,,0.00342167,,,2.59E-06,,,7.77E-06,,,6.27E-13,,,7.83E-06,
5.01E-06,,,0,,,4.48E-07,,,0.003374019,,,2.07E-06,,,7.77E-06,,,6.15E-13,,,8.74E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003333298,,,1.76E-06,,,7.77E-06,,,6.08E-13,,,8.03E-06,
4.77E-06,,,0,,,3.98E-07,,,0.003318492,,,2.63E-06,,,7.77E-06,,,6.24E-13,,,7.89E-06,
4.77E-06,,,0,,,4.36E-07,,,0.003388601,,,2.34E-06,,,7.77E-06,,,6.06E-13,,,8.83E-06,
5.13E-06,,,0,,,4.24E-07,,,0.00338268,,,1.98E-06,,,7.77E-06,,,6.29E-13,,,8.01E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003381167,,,1.71E-06,,,7.77E-06,,,6.09E-13,,,9.10E-06,
4.29E-06,,,0,,,3.94E-07,,,0.003235509,,,2.70E-06,,,7.78E-06,,,6.23E-13,,,7.36E-06,
4.41E-06,,,0,,,4.37E-07,,,0.003299742,,,1.91E-06,,,7.77E-06,,,6.16E-13,,,8.71E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003440607,,,2.09E-06,,,7.78E-06,,,6.32E-13,,,8.04E-06,
4.77E-06,,,0,,,4.56E-07,,,0.003279833,,,2.09E-06,,,7.77E-06,,,6.23E-13,,,8.72E-06,
5.36E-06,,,0,,,4.25E-07,,,0.00330085,,,2.35E-06,,,7.78E-06,,,6.07E-13,,,7.84E-06,
4.77E-06,,,0,,,4.34E-07,,,0.003333278,,,3.14E-06,,,7.77E-06,,,6.05E-13,,,8.99E-06,
5.36E-06,,,0,,,3.64E-07,,,0.003379667,,,2.21E-06,,,7.78E-06,,,6.17E-13,,,8.65E-06,
4.41E-06,,,0,,,4.01E-07,,,0.003384397,,,2.11E-06,,,7.78E-06,,,6.13E-13,,,8.59E-06,
4.77E-06,,,0,,,4.11E-07,,,0.003443492,,,2.44E-06,,,7.77E-06,,,6.15E-13,,,8.44E-06,
5.36E-06,,,0,,,3.89E-07,,,0.003284117,,,1.83E-06,,,7.78E-06,,,6.09E-13,,,8.46E-06,
4.29E-06,,,0,,,4.38E-07,,,0.003391947,,,2.28E-06,,,7.77E-06,,,6.10E-13,,,8.14E-06,
4.41E-06,,,0,,,4.42E-07,,,0.003443068,,,1.83E-06,,,7.76E-06,,,6.13E-13,,,8.80E-06,
5.36E-06,,,0,,,4.10E-07,,,0.003363958,,,2.73E-06,,,7.77E-06,,,6.18E-13,,,8.09E-06,
5.13E-06,,,0,,,3.94E-07,,,0.003386147,,,2.01E-06,,,7.77E-06,,,6.13E-13,,,8.24E-06,
5.01E-06,,,0,,,4.09E-07,,,0.003372109,,,1.88E-06,,,7.77E-06,,,6.05E-13,,,8.53E-06,
4.41E-06,,,0,,,4.29E-07,,,0.003112553,,,2.29E-06,,,7.76E-06,,,6.24E-13,,,8.18E-06,
5.01E-06,,,0,,,3.97E-07,,,0.003304134,,,1.97E-06,,,7.78E-06,,,6.06E-13,,,8.12E-06,
4.41E-06,,,0,,,4.18E-07,,,0.003386568,,,2.34E-06,,,7.77E-06,,,6.18E-13,,,8.51E-06,
4.29E-06,,,0,,,4.47E-07,,,0.003389106,,,2.10E-06,,,7.77E-06,,,6.07E-13,,,9.37E-06,
4.77E-06,,,0,,,4.13E-07,,,0.00345116,,,2.24E-06,,,7.77E-06,,,6.28E-13,,,8.70E-06,
