AddSubtract,Epsilon 0.1,,AddSubtractSafe,Epsilon 0.1,,ArcLength,Epsilon 0.1,,DivideByTwo,Epsilon 0.1,,Exp,Epsilon 0.1,,Quadratic,Epsilon 0.1,,QuadraticSafe,Epsilon 0.1,,SampleEvens,Epsilon 0.1
Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average,,Epsilon 0.01,Average
4.77E-06,,,0,,,4.15E-07,,,0.003309234,,,2.23E-06,,,7.77E-06,,,6.13E-13,,,8.27E-06,
5.01E-06,,,0,,,4.18E-07,,,0.003335344,,,2.17E-06,,,7.77E-06,,,6.13E-13,,,8.39E-06,
4.77E-06,,,0,,,4.20E-07,,,0.003346307,,,2.20E-06,,,7.77E-06,,,6.11E-13,,,8.26E-06,
4.77E-06,,,0,,,4.22E-07,,,0.003322242,,,2.35E-06,,,7.77E-06,,,6.13E-13,,,8.27E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003331003,,,2.18E-06,,,7.77E-06,,,6.12E-13,,,8.19E-06,
4.77E-06,,,0,,,4.29E-07,,,0.003336874,,,2.19E-06,,,7.77E-06,,,6.13E-13,,,8.25E-06,
4.77E-06,,,0,,,4.26E-07,,,0.00331708,,,2.23E-06,,,7.77E-06,,,6.14E-13,,,8.25E-06,
4.77E-06,,,0,,,4.18E-07,,,0.00332318,,,2.17E-06,,,7.77E-06,,,6.12E-13,,,8.32E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003308635,,,2.17E-06,,,7.77E-06,,,6.12E-13,,,8.40E-06,
5.01E-06,,,0,,,4.10E-07,,,0.003300337,,,2.12E-06,,,7.77E-06,,,6.13E-13,,,8.36E-06,
4.77E-06,,,0,,,4.13E-07,,,0.003338186,,,2.14E-06,,,7.77E-06,,,6.10E-13,,,8.13E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003319127,,,2.15E-06,,,7.77E-06,,,6.13E-13,,,8.25E-06,
5.01E-06,,,0,,,4.13E-07,,,0.003354832,,,2.13E-06,,,7.77E-06,,,6.12E-13,,,8.26E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003349601,,,2.28E-06,,,7.77E-06,,,6.17E-13,,,8.38E-06,
4.77E-06,,,0,,,4.22E-07,,,0.003343856,,,2.19E-06,,,7.77E-06,,,6.17E-13,,,8.35E-06,
4.77E-06,,,0,,,4.22E-07,,,0.00336437,,,2.17E-06,,,7.77E-06,,,6.13E-13,,,8.25E-06,
4.77E-06,,,0,,,4.19E-07,,,0.00335538,,,2.29E-06,,,7.77E-06,,,6.13E-13,,,8.32E-06,
4.77E-06,,,0,,,4.16E-07,,,0.003365012,,,2.18E-06,,,7.77E-06,,,6.12E-13,,,8.25E-06,
4.77E-06,,,0,,,4.16E-07,,,0.003371516,,,2.27E-06,,,7.77E-06,,,6.15E-13,,,8.33E-06,
4.77E-06,,,0,,,4.22E-07,,,0.003344024,,,2.29E-06,,,7.77E-06,,,6.13E-13,,,8.24E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003360182,,,2.18E-06,,,7.77E-06,,,6.14E-13,,,8.32E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003370876,,,2.37E-06,,,7.77E-06,,,6.10E-13,,,8.33E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003307878,,,2.18E-06,,,7.77E-06,,,6.16E-13,,,8.29E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003344049,,,2.19E-06,,,7.77E-06,,,6.15E-13,,,8.23E-06,
4.77E-06,,,0,,,4.12E-07,,,0.003353116,,,2.35E-06,,,7.77E-06,,,6.14E-13,,,8.28E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003341273,,,2.29E-06,,,7.77E-06,,,6.12E-13,,,8.31E-06,
4.77E-06,,,0,,,4.13E-07,,,0.003352725,,,2.17E-06,,,7.77E-06,,,6.13E-13,,,8.43E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003347741,,,2.11E-06,,,7.77E-06,,,6.16E-13,,,8.29E-06,
4.77E-06,,,0,,,4.13E-07,,,0.003342202,,,2.18E-06,,,7.77E-06,,,6.13E-13,,,8.36E-06,
4.77E-06,,,0,,,4.13E-07,,,0.003329948,,,2.16E-06,,,7.77E-06,,,6.15E-13,,,8.46E-06,
4.77E-06,,,0,,,4.20E-07,,,0.003312318,,,2.22E-06,,,7.77E-06,,,6.17E-13,,,8.22E-06,
4.77E-06,,,0,,,4.15E-07,,,0.00333985,,,2.21E-06,,,7.77E-06,,,6.12E-13,,,8.28E-06,
4.77E-06,,,0,,,4.20E-07,,,0.003327347,,,2.18E-06,,,7.77E-06,,,6.13E-13,,,8.38E-06,
4.77E-06,,,0,,,4.20E-07,,,0.003339937,,,2.23E-06,,,7.77E-06,,,6.12E-13,,,8.27E-06,
5.01E-06,,,0,,,4.23E-07,,,0.003321551,,,2.28E-06,,,7.77E-06,,,6.14E-13,,,8.21E-06,
4.77E-06,,,0,,,4.21E-07,,,0.00338214,,,2.29E-06,,,7.77E-06,,,6.14E-13,,,8.31E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003360477,,,2.30E-06,,,7.77E-06,,,6.15E-13,,,8.30E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003326824,,,2.18E-06,,,7.77E-06,,,6.13E-13,,,8.17E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003343496,,,2.19E-06,,,7.77E-06,,,6.14E-13,,,8.29E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003380849,,,2.11E-06,,,7.77E-06,,,6.15E-13,,,8.27E-06,
5.01E-06,,,0,,,4.13E-07,,,0.003329565,,,2.18E-06,,,7.77E-06,,,6.11E-13,,,8.22E-06,
4.77E-06,,,0,,,4.20E-07,,,0.00337336,,,2.07E-06,,,7.77E-06,,,6.15E-13,,,8.20E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003369248,,,2.22E-06,,,7.77E-06,,,6.12E-13,,,8.12E-06,
5.01E-06,,,0,,,4.21E-07,,,0.003352553,,,2.18E-06,,,7.77E-06,,,6.12E-13,,,8.22E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003338312,,,2.30E-06,,,7.77E-06,,,6.16E-13,,,8.30E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003342532,,,2.32E-06,,,7.77E-06,,,6.14E-13,,,8.22E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003333762,,,2.23E-06,,,7.77E-06,,,6.09E-13,,,8.30E-06,
4.77E-06,,,0,,,4.25E-07,,,0.00331909,,,2.30E-06,,,7.77E-06,,,6.13E-13,,,8.24E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003319586,,,2.25E-06,,,7.77E-06,,,6.14E-13,,,8.15E-06,
4.77E-06,,,0,,,4.09E-07,,,0.003337549,,,2.24E-06,,,7.77E-06,,,6.12E-13,,,8.28E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003329397,,,2.22E-06,,,7.77E-06,,,6.13E-13,,,8.31E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003354667,,,2.18E-06,,,7.77E-06,,,6.14E-13,,,8.23E-06,
4.77E-06,,,0,,,4.19E-07,,,0.00332644,,,2.36E-06,,,7.77E-06,,,6.12E-13,,,8.27E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003329902,,,2.14E-06,,,7.77E-06,,,6.12E-13,,,8.26E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003285754,,,2.22E-06,,,7.77E-06,,,6.13E-13,,,8.34E-06,
4.77E-06,,,0,,,4.24E-07,,,0.00333857,,,2.30E-06,,,7.77E-06,,,6.12E-13,,,8.25E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003379881,,,2.35E-06,,,7.77E-06,,,6.11E-13,,,8.22E-06,
4.77E-06,,,0,,,4.12E-07,,,0.003329467,,,2.17E-06,,,7.77E-06,,,6.15E-13,,,8.37E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003348993,,,2.36E-06,,,7.77E-06,,,6.13E-13,,,8.26E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003344169,,,2.16E-06,,,7.77E-06,,,6.13E-13,,,8.33E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003355296,,,2.19E-06,,,7.77E-06,,,6.14E-13,,,8.36E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003338746,,,2.30E-06,,,7.77E-06,,,6.12E-13,,,8.32E-06,
4.77E-06,,,0,,,4.27E-07,,,0.003357512,,,2.24E-06,,,7.77E-06,,,6.16E-13,,,8.35E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003336116,,,2.23E-06,,,7.77E-06,,,6.14E-13,,,8.27E-06,
5.01E-06,,,0,,,4.22E-07,,,0.003354085,,,2.29E-06,,,7.77E-06,,,6.13E-13,,,8.28E-06,
4.77E-06,,,0,,,4.27E-07,,,0.003377913,,,2.26E-06,,,7.77E-06,,,6.16E-13,,,8.26E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003330715,,,2.22E-06,,,7.77E-06,,,6.13E-13,,,8.21E-06,
4.77E-06,,,0,,,4.23E-07,,,0.00333746,,,2.19E-06,,,7.77E-06,,,6.12E-13,,,8.24E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003338189,,,2.14E-06,,,7.77E-06,,,6.13E-13,,,8.21E-06,
4.77E-06,,,0,,,4.27E-07,,,0.003321392,,,2.22E-06,,,7.77E-06,,,6.13E-13,,,8.20E-06,
5.01E-06,,,0,,,4.25E-07,,,0.003359357,,,2.27E-06,,,7.77E-06,,,6.11E-13,,,8.44E-06,
5.01E-06,,,0,,,4.21E-07,,,0.003340927,,,2.16E-06,,,7.77E-06,,,6.15E-13,,,8.15E-06,
4.77E-06,,,0,,,4.28E-07,,,0.00336339,,,2.26E-06,,,7.77E-06,,,6.15E-13,,,8.37E-06,
4.77E-06,,,0,,,4.15E-07,,,0.00331947,,,2.18E-06,,,7.77E-06,,,6.15E-13,,,8.19E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003356341,,,2.12E-06,,,7.77E-06,,,6.14E-13,,,8.31E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003326442,,,2.21E-06,,,7.77E-06,,,6.13E-13,,,8.10E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003324386,,,2.09E-06,,,7.77E-06,,,6.11E-13,,,8.27E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003297278,,,2.32E-06,,,7.77E-06,,,6.13E-13,,,8.06E-06,
4.77E-06,,,0,,,4.17E-07,,,0.00333949,,,2.27E-06,,,7.77E-06,,,6.14E-13,,,8.26E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003332428,,,2.24E-06,,,7.77E-06,,,6.10E-13,,,8.32E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003332971,,,2.17E-06,,,7.77E-06,,,6.13E-13,,,8.27E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003311437,,,2.15E-06,,,7.77E-06,,,6.13E-13,,,8.35E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003338272,,,2.27E-06,,,7.77E-06,,,6.13E-13,,,8.22E-06,
4.77E-06,,,0,,,4.16E-07,,,0.003345829,,,2.26E-06,,,7.77E-06,,,6.13E-13,,,8.37E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003339222,,,2.28E-06,,,7.77E-06,,,6.13E-13,,,8.26E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003357635,,,2.26E-06,,,7.77E-06,,,6.13E-13,,,8.26E-06,
4.77E-06,,,0,,,4.30E-07,,,0.003329822,,,2.12E-06,,,7.77E-06,,,6.15E-13,,,8.27E-06,
5.01E-06,,,0,,,4.11E-07,,,0.003366278,,,2.17E-06,,,7.77E-06,,,6.12E-13,,,8.26E-06,
4.77E-06,,,0,,,4.16E-07,,,0.003331429,,,2.08E-06,,,7.77E-06,,,6.15E-13,,,8.31E-06,
4.41E-06,,,0,,,4.21E-07,,,0.003338375,,,2.24E-06,,,7.77E-06,,,6.11E-13,,,8.26E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003338689,,,2.23E-06,,,7.77E-06,,,6.12E-13,,,8.21E-06,
4.77E-06,,,0,,,4.20E-07,,,0.003357704,,,2.04E-06,,,7.77E-06,,,6.12E-13,,,8.26E-06,
5.01E-06,,,0,,,4.16E-07,,,0.003323336,,,2.41E-06,,,7.77E-06,,,6.14E-13,,,8.39E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003348715,,,2.19E-06,,,7.77E-06,,,6.14E-13,,,8.19E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003323885,,,2.20E-06,,,7.77E-06,,,6.13E-13,,,8.33E-06,
4.77E-06,,,0,,,4.20E-07,,,0.003347845,,,2.27E-06,,,7.77E-06,,,6.14E-13,,,8.21E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003316816,,,2.31E-06,,,7.77E-06,,,6.14E-13,,,8.22E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003340074,,,2.39E-06,,,7.77E-06,,,6.11E-13,,,8.21E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003334492,,,2.23E-06,,,7.77E-06,,,6.13E-13,,,8.19E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003359896,,,2.12E-06,,,7.77E-06,,,6.13E-13,,,8.23E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003339128,,,2.23E-06,,,7.77E-06,,,6.13E-13,,,8.32E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003322371,,,2.29E-06,,,7.77E-06,,,6.15E-13,,,8.28E-06,
Epsilon 0.03,,,Epsilon 0.03,,,Epsilon 0.03,,,Epsilon 0.03,,,Epsilon 0.03,,,Epsilon 0.03,,,Epsilon 0.03,,,Epsilon 0.03,
5.13E-06,,,0,,,4.25E-07,,,0.003378753,,,2.08E-06,,,7.77E-06,,,6.08E-13,,,8.33E-06,
4.77E-06,,,0,,,4.28E-07,,,0.003309139,,,2.58E-06,,,7.77E-06,,,6.18E-13,,,8.35E-06,
5.13E-06,,,0,,,4.17E-07,,,0.003299501,,,2.13E-06,,,7.77E-06,,,6.12E-13,,,8.54E-06,
5.13E-06,,,0,,,4.18E-07,,,0.003324121,,,1.88E-06,,,7.77E-06,,,6.13E-13,,,8.31E-06,
4.77E-06,,,0,,,4.07E-07,,,0.00332622,,,1.93E-06,,,7.77E-06,,,6.17E-13,,,8.56E-06,
5.13E-06,,,0,,,4.33E-07,,,0.00335375,,,2.57E-06,,,7.77E-06,,,6.17E-13,,,8.16E-06,
4.77E-06,,,0,,,4.00E-07,,,0.003395278,,,2.10E-06,,,7.77E-06,,,6.09E-13,,,8.06E-06,
5.13E-06,,,0,,,4.56E-07,,,0.003322206,,,2.50E-06,,,7.77E-06,,,6.24E-13,,,8.80E-06,
4.41E-06,,,0,,,4.38E-07,,,0.003294677,,,2.26E-06,,,7.77E-06,,,6.11E-13,,,8.47E-06,
4.77E-06,,,0,,,4.39E-07,,,0.003377957,,,2.70E-06,,,7.77E-06,,,6.09E-13,,,8.27E-06,
5.13E-06,,,0,,,4.28E-07,,,0.003362929,,,2.17E-06,,,7.77E-06,,,6.18E-13,,,8.10E-06,
4.77E-06,,,0,,,4.36E-07,,,0.003452135,,,2.21E-06,,,7.78E-06,,,6.24E-13,,,8.19E-06,
4.77E-06,,,0,,,4.21E-07,,,0.00335607,,,2.12E-06,,,7.77E-06,,,6.18E-13,,,8.54E-06,
4.77E-06,,,0,,,3.93E-07,,,0.003339421,,,2.30E-06,,,7.77E-06,,,6.17E-13,,,8.35E-06,
4.77E-06,,,0,,,4.30E-07,,,0.003426386,,,2.30E-06,,,7.77E-06,,,5.99E-13,,,8.34E-06,
5.01E-06,,,0,,,4.36E-07,,,0.003392286,,,2.41E-06,,,7.77E-06,,,6.17E-13,,,8.36E-06,
4.77E-06,,,0,,,4.36E-07,,,0.003352852,,,2.86E-06,,,7.77E-06,,,6.03E-13,,,8.27E-06,
5.01E-06,,,0,,,4.19E-07,,,0.003355297,,,2.32E-06,,,7.77E-06,,,6.14E-13,,,8.56E-06,
4.65E-06,,,0,,,4.12E-07,,,0.003424718,,,2.30E-06,,,7.77E-06,,,6.08E-13,,,8.00E-06,
5.01E-06,,,0,,,4.25E-07,,,0.003389476,,,2.65E-06,,,7.77E-06,,,6.14E-13,,,8.14E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003336567,,,2.32E-06,,,7.77E-06,,,6.04E-13,,,8.05E-06,
5.13E-06,,,0,,,4.09E-07,,,0.003406358,,,2.15E-06,,,7.77E-06,,,6.17E-13,,,8.08E-06,
5.01E-06,,,0,,,4.11E-07,,,0.003363712,,,2.08E-06,,,7.77E-06,,,6.12E-13,,,8.34E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003282666,,,2.23E-06,,,7.77E-06,,,6.19E-13,,,8.53E-06,
5.25E-06,,,0,,,4.12E-07,,,0.003283472,,,2.18E-06,,,7.77E-06,,,6.16E-13,,,8.01E-06,
4.77E-06,,,0,,,4.17E-07,,,0.003255354,,,2.21E-06,,,7.77E-06,,,6.12E-13,,,8.43E-06,
5.13E-06,,,0,,,4.36E-07,,,0.003307292,,,2.14E-06,,,7.77E-06,,,6.18E-13,,,8.38E-06,
4.41E-06,,,0,,,4.02E-07,,,0.003394023,,,2.29E-06,,,7.77E-06,,,6.14E-13,,,8.31E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003367342,,,2.38E-06,,,7.77E-06,,,6.02E-13,,,8.66E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003401977,,,2.39E-06,,,7.77E-06,,,6.27E-13,,,8.11E-06,
5.13E-06,,,0,,,4.27E-07,,,0.003407668,,,2.17E-06,,,7.77E-06,,,6.16E-13,,,8.13E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003274706,,,1.94E-06,,,7.77E-06,,,6.14E-13,,,8.02E-06,
5.01E-06,,,0,,,4.34E-07,,,0.003347571,,,2.02E-06,,,7.77E-06,,,6.17E-13,,,8.44E-06,
5.01E-06,,,0,,,3.98E-07,,,0.003354208,,,2.24E-06,,,7.78E-06,,,6.14E-13,,,8.22E-06,
4.53E-06,,,0,,,4.22E-07,,,0.003338345,,,2.40E-06,,,7.77E-06,,,6.07E-13,,,8.10E-06,
4.77E-06,,,0,,,3.97E-07,,,0.00334539,,,1.89E-06,,,7.77E-06,,,6.12E-13,,,8.35E-06,
5.13E-06,,,0,,,4.35E-07,,,0.003378107,,,2.36E-06,,,7.77E-06,,,6.09E-13,,,7.66E-06,
4.77E-06,,,0,,,4.35E-07,,,0.003350009,,,2.32E-06,,,7.77E-06,,,6.18E-13,,,8.21E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003275855,,,2.14E-06,,,7.77E-06,,,6.17E-13,,,8.20E-06,
4.77E-06,,,0,,,4.16E-07,,,0.003390542,,,2.13E-06,,,7.77E-06,,,6.16E-13,,,8.03E-06,
5.01E-06,,,0,,,4.18E-07,,,0.003283536,,,2.17E-06,,,7.77E-06,,,6.18E-13,,,7.96E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003294573,,,2.58E-06,,,7.77E-06,,,6.14E-13,,,7.91E-06,
4.77E-06,,,0,,,4.25E-07,,,0.003306867,,,1.88E-06,,,7.77E-06,,,6.09E-13,,,8.24E-06,
5.13E-06,,,0,,,4.25E-07,,,0.00333252,,,2.33E-06,,,7.77E-06,,,6.20E-13,,,8.57E-06,
5.13E-06,,,0,,,4.46E-07,,,0.003358819,,,2.30E-06,,,7.77E-06,,,6.11E-13,,,8.10E-06,
4.77E-06,,,0,,,4.11E-07,,,0.003358472,,,2.06E-06,,,7.77E-06,,,6.00E-13,,,8.34E-06,
4.77E-06,,,0,,,4.46E-07,,,0.003348455,,,2.48E-06,,,7.77E-06,,,6.11E-13,,,7.96E-06,
4.41E-06,,,0,,,4.38E-07,,,0.003421552,,,2.11E-06,,,7.77E-06,,,6.08E-13,,,8.28E-06,
4.77E-06,,,0,,,3.94E-07,,,0.003407309,,,1.97E-06,,,7.77E-06,,,6.10E-13,,,8.41E-06,
4.77E-06,,,0,,,4.39E-07,,,0.003285595,,,2.12E-06,,,7.77E-06,,,6.08E-13,,,8.11E-06,
4.77E-06,,,0,,,4.32E-07,,,0.003397774,,,2.24E-06,,,7.77E-06,,,6.10E-13,,,8.00E-06,
4.77E-06,,,0,,,3.98E-07,,,0.003400848,,,1.98E-06,,,7.77E-06,,,6.08E-13,,,8.04E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003248781,,,2.43E-06,,,7.78E-06,,,6.12E-13,,,8.35E-06,
5.01E-06,,,0,,,4.28E-07,,,0.003451007,,,2.50E-06,,,7.77E-06,,,6.12E-13,,,8.45E-06,
4.77E-06,,,0,,,4.06E-07,,,0.003374364,,,2.07E-06,,,7.77E-06,,,6.08E-13,,,8.17E-06,
4.77E-06,,,0,,,4.19E-07,,,0.003334332,,,2.40E-06,,,7.77E-06,,,6.18E-13,,,8.10E-06,
4.77E-06,,,0,,,4.06E-07,,,0.003405775,,,2.46E-06,,,7.77E-06,,,6.16E-13,,,8.02E-06,
5.01E-06,,,0,,,4.04E-07,,,0.003377153,,,2.13E-06,,,7.78E-06,,,6.11E-13,,,8.63E-06,
4.77E-06,,,0,,,4.18E-07,,,0.003372171,,,2.22E-06,,,7.77E-06,,,6.17E-13,,,8.12E-06,
5.01E-06,,,0,,,4.24E-07,,,0.003426742,,,2.67E-06,,,7.77E-06,,,6.08E-13,,,8.14E-06,
4.41E-06,,,0,,,4.20E-07,,,0.003306143,,,2.45E-06,,,7.77E-06,,,6.13E-13,,,8.33E-06,
4.77E-06,,,0,,,3.97E-07,,,0.003356806,,,2.46E-06,,,7.77E-06,,,6.03E-13,,,8.63E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003280386,,,2.06E-06,,,7.77E-06,,,6.11E-13,,,8.22E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003301355,,,2.26E-06,,,7.77E-06,,,6.15E-13,,,8.35E-06,
5.13E-06,,,0,,,4.21E-07,,,0.003388749,,,2.78E-06,,,7.78E-06,,,6.09E-13,,,8.32E-06,
4.77E-06,,,0,,,4.21E-07,,,0.003294351,,,2.29E-06,,,7.77E-06,,,6.06E-13,,,8.12E-06,
5.13E-06,,,0,,,4.29E-07,,,0.003352379,,,2.29E-06,,,7.77E-06,,,6.10E-13,,,8.37E-06,
5.01E-06,,,0,,,4.15E-07,,,0.003375138,,,2.25E-06,,,7.77E-06,,,6.12E-13,,,8.10E-06,
5.13E-06,,,0,,,4.08E-07,,,0.003284568,,,2.09E-06,,,7.78E-06,,,6.12E-13,,,8.10E-06,
5.01E-06,,,0,,,4.15E-07,,,0.003433279,,,2.35E-06,,,7.77E-06,,,6.14E-13,,,8.45E-06,
5.01E-06,,,0,,,4.19E-07,,,0.003353277,,,1.98E-06,,,7.77E-06,,,6.10E-13,,,8.31E-06,
5.01E-06,,,0,,,3.96E-07,,,0.003342911,,,2.07E-06,,,7.78E-06,,,6.20E-13,,,8.29E-06,
4.77E-06,,,0,,,4.26E-07,,,0.003332087,,,2.63E-06,,,7.77E-06,,,6.10E-13,,,8.38E-06,
4.77E-06,,,0,,,4.30E-07,,,0.003386836,,,1.92E-06,,,7.77E-06,,,6.10E-13,,,8.20E-06,
5.01E-06,,,0,,,4.11E-07,,,0.003324263,,,1.96E-06,,,7.78E-06,,,6.12E-13,,,8.71E-06,
5.13E-06,,,0,,,4.20E-07,,,0.00346255,,,1.87E-06,,,7.77E-06,,,6.10E-13,,,8.43E-06,
4.77E-06,,,0,,,4.02E-07,,,0.003354118,,,2.11E-06,,,7.77E-06,,,6.12E-13,,,8.30E-06,
4.77E-06,,,0,,,4.23E-07,,,0.003385601,,,2.27E-06,,,7.78E-06,,,6.15E-13,,,8.55E-06,
4.77E-06,,,0,,,4.41E-07,,,0.00336313,,,2.10E-06,,,7.77E-06,,,6.17E-13,,,8.36E-06,
4.77E-06,,,0,,,4.44E-07,,,0.003294183,,,2.15E-06,,,7.78E-06,,,6.13E-13,,,8.14E-06,
4.77E-06,,,0,,,4.33E-07,,,0.003384508,,,2.28E-06,,,7.77E-06,,,6.21E-13,,,8.84E-06,
4.77E-06,,,0,,,4.35E-07,,,0.003365498,,,2.31E-06,,,7.77E-06,,,6.19E-13,,,8.27E-06,
5.13E-06,,,0,,,4.08E-07,,,0.003360803,,,2.28E-06,,,7.77E-06,,,6.13E-13,,,8.23E-06,
5.01E-06,,,0,,,4.15E-07,,,0.003246076,,,2.33E-06,,,7.77E-06,,,6.05E-13,,,8.20E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003320296,,,2.07E-06,,,7.77E-06,,,6.16E-13,,,8.22E-06,
5.01E-06,,,0,,,4.21E-07,,,0.003458187,,,2.67E-06,,,7.77E-06,,,6.11E-13,,,8.40E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003389193,,,2.35E-06,,,7.77E-06,,,6.29E-13,,,8.65E-06,
4.77E-06,,,0,,,4.13E-07,,,0.003265442,,,2.60E-06,,,7.77E-06,,,6.16E-13,,,8.55E-06,
4.77E-06,,,0,,,4.31E-07,,,0.003300435,,,2.19E-06,,,7.78E-06,,,6.16E-13,,,8.61E-06,
4.77E-06,,,0,,,4.15E-07,,,0.003315187,,,2.08E-06,,,7.77E-06,,,6.16E-13,,,8.24E-06,
4.77E-06,,,0,,,4.39E-07,,,0.003255592,,,2.14E-06,,,7.77E-06,,,6.14E-13,,,8.51E-06,
5.01E-06,,,0,,,4.21E-07,,,0.003330098,,,2.16E-06,,,7.77E-06,,,6.09E-13,,,8.60E-06,
4.77E-06,,,0,,,4.42E-07,,,0.003436672,,,2.30E-06,,,7.77E-06,,,6.05E-13,,,7.99E-06,
4.77E-06,,,0,,,3.99E-07,,,0.003267933,,,2.21E-06,,,7.77E-06,,,6.11E-13,,,8.00E-06,
4.41E-06,,,0,,,4.34E-07,,,0.003328544,,,2.02E-06,,,7.77E-06,,,6.11E-13,,,8.49E-06,
4.77E-06,,,0,,,4.44E-07,,,0.003295476,,,2.09E-06,,,7.77E-06,,,6.11E-13,,,8.59E-06,
5.01E-06,,,0,,,4.01E-07,,,0.003235428,,,2.59E-06,,,7.77E-06,,,6.11E-13,,,8.25E-06,
5.36E-06,,,0,,,4.29E-07,,,0.003350858,,,2.21E-06,,,7.77E-06,,,6.10E-13,,,8.32E-06,
5.13E-06,,,0,,,4.21E-07,,,0.003406563,,,2.14E-06,,,7.77E-06,,,6.09E-13,,,8.09E-06,
4.77E-06,,,0,,,4.14E-07,,,0.003324461,,,2.40E-06,,,7.77E-06,,,6.12E-13,,,8.24E-06,
5.01E-06,,,0,,,4.14E-07,,,0.003333886,,,2.28E-06,,,7.77E-06,,,6.21E-13,,,8.54E-06,
4.77E-06,,,0,,,4.24E-07,,,0.003310732,,,2.06E-06,,,7.77E-06,,,6.15E-13,,,8.66E-06,
4.77E-06,,,0,,,4.28E-07,,,0.003414619,,,2.46E-06,,,7.77E-06,,,6.18E-13,,,8.04E-06,
4.53E-06,,,0,,,4.12E-07,,,0.003315668,,,1.93E-06,,,7.77E-06,,,6.18E-13,,,8.86E-06,
4.77E-06,,,0,,,3.93E-07,,,0.003376085,,,2.08E-06,,,7.78E-06,,,6.11E-13,,,8.34E-06,
4.77E-06,,,0,,,4.47E-07,,,0.003296293,,,2.00E-06,,,7.77E-06,,,6.13E-13,,,8.42E-06,
4.77E-06,,,0,,,4.04E-07,,,0.003245788,,,2.15E-06,,,7.76E-06,,,6.13E-13,,,8.42E-06,
5.13E-06,,,0,,,3.95E-07,,,0.003271191,,,2.04E-06,,,7.77E-06,,,6.06E-13,,,8.51E-06,
